date,precipitation__mm__day,temp_avg_C,temp_max_C,temp_min_C,humidity_percent,wind_speed_mps,solar_radiation_kwh_m2_day,surface_pressure_kPa,skin_temp_C,specific_humidity_gkg,soil_moisture_top_percent,soil_moisture_root_percent
2024-03-15,0.0,24.78,31.61,18.29,70.68,1.34,6.2892,101.48,25.3,13.11,0.34,0.35
2024-03-16,0.05,24.95,31.73,18.69,70.72,1.42,4.675,101.18,25.79,13.29,0.33,0.35
2024-03-17,0.01,24.04,30.83,18.41,72.24,2.09,5.5853,101.01,24.64,12.93,0.33,0.35
2024-03-18,0.54,23.75,28.85,19.32,80.61,2.92,4.2804,100.95,23.79,14.58,0.34,0.34
2024-03-19,0.13,17.94,23.54,12.05,52.27,3.67,6.9859,101.42,19.13,6.42,0.32,0.34
2024-03-20,0.0,18.41,26.52,9.65,58.54,1.09,6.9526,101.54,19.32,6.78,0.3,0.34
2024-03-21,0.48,21.77,29.36,14.0,70.28,2.36,5.921,101.48,22.58,10.99,0.3,0.33
2024-03-22,7.74,20.66,22.77,18.96,83.3,3.98,2.3383,101.14,20.62,12.51,0.4,0.34
2024-03-23,5.91,22.72,28.95,17.25,73.08,3.44,5.8186,100.41,22.95,12.14,0.45,0.35
2024-03-24,0.12,21.06,28.23,15.49,75.27,3.94,6.3233,100.88,21.89,11.2,0.35,0.35
2024-03-25,0.01,22.55,28.82,17.25,65.37,3.87,5.539,101.25,23.28,10.59,0.32,0.34
2024-03-26,0.01,24.74,31.46,18.93,68.35,3.36,5.91,101.06,25.57,12.73,0.3,0.33
2024-03-27,0.02,24.75,29.82,20.3,76.33,3.2,4.4414,101.01,25.12,14.33,0.31,0.33
2024-03-28,0.44,23.45,29.33,16.91,67.18,4.42,4.9272,100.95,23.97,11.75,0.31,0.33
2024-03-29,0.01,20.61,28.28,14.24,61.22,2.16,7.4441,101.63,21.78,8.2,0.28,0.32
2024-03-30,0.0,21.7,29.65,14.63,61.12,1.4,6.6732,101.7,22.8,8.77,0.27,0.32
2024-03-31,0.01,22.68,30.32,16.28,65.47,1.16,6.1834,101.69,24.17,10.19,0.26,0.32
2024-04-01,0.0,23.83,31.73,15.98,67.53,1.95,6.3938,101.56,24.85,11.48,0.26,0.31
2024-04-02,0.04,25.64,33.29,18.42,68.12,2.59,6.0226,101.12,26.74,13.07,0.26,0.31
2024-04-03,6.85,25.69,31.97,21.11,77.6,5.44,3.599,100.53,26.07,15.5,0.29,0.31
2024-04-04,0.96,21.35,28.61,16.18,62.63,3.53,7.1122,100.88,22.33,9.31,0.37,0.32
2024-04-05,0.0,20.22,28.9,12.29,52.11,2.8,7.6512,101.32,21.27,6.82,0.28,0.31
2024-04-06,0.01,21.05,29.07,14.68,56.22,2.19,7.6894,101.32,22.29,7.67,0.25,0.31
2024-04-07,0.0,21.08,28.65,14.28,58.25,2.38,6.7966,101.47,22.42,8.17,0.24,0.3
2024-04-08,0.0,21.61,29.33,14.99,60.56,3.31,7.3013,101.75,22.6,8.98,0.24,0.3
2024-04-09,0.0,23.27,30.05,17.41,63.21,3.4,6.0883,101.62,24.16,10.59,0.24,0.3
2024-04-10,0.01,25.93,33.02,20.51,62.66,3.66,6.5453,101.2,26.98,12.32,0.24,0.29
2024-04-11,5.61,24.99,30.55,20.33,79.63,5.16,2.8248,100.94,25.21,15.43,0.3,0.29
2024-04-12,0.06,22.26,29.79,15.68,57.23,3.25,7.849,101.66,23.42,8.6,0.31,0.3
2024-04-13,0.02,20.85,29.88,13.21,51.09,2.66,7.9889,101.97,22.09,6.52,0.25,0.29
2024-04-14,0.0,21.99,31.09,13.55,51.47,1.96,7.9061,101.8,23.2,7.25,0.22,0.29
2024-04-15,0.0,23.14,31.86,15.71,57.01,2.19,7.5919,101.62,24.57,8.81,0.21,0.29
2024-04-16,0.0,23.52,32.52,15.67,61.99,2.76,7.727,101.68,24.68,9.94,0.21,0.28
2024-04-17,0.0,24.74,33.07,17.61,62.03,2.63,7.5502,101.67,26.04,10.74,0.21,0.28
2024-04-18,0.0,25.84,34.3,17.81,59.85,1.39,7.2631,101.47,27.77,10.92,0.2,0.28
2024-04-19,0.0,27.93,36.39,19.96,55.84,0.61,6.9319,101.35,29.97,11.4,0.19,0.28
2024-04-20,0.07,28.33,36.48,19.82,57.12,0.96,7.1741,101.35,30.43,12.26,0.19,0.27
2024-04-21,0.11,27.21,34.71,20.73,60.89,2.61,6.0002,101.17,28.57,12.86,0.19,0.27
2024-04-22,0.91,24.06,29.64,18.22,67.7,3.42,5.3042,101.25,25.63,12.14,0.21,0.27
2024-04-23,0.0,22.09,29.73,14.93,50.52,3.38,7.6661,101.73,23.7,7.65,0.21,0.27
2024-04-24,0.0,23.7,31.77,15.87,51.63,1.97,7.8326,101.71,25.81,8.37,0.2,0.27
2024-04-25,0.0,24.83,32.9,17.62,54.75,2.1,7.375,101.65,26.89,9.51,0.19,0.27
2024-04-26,0.0,24.75,32.93,17.85,59.22,2.98,7.0469,101.7,26.3,10.51,0.18,0.26
2024-04-27,0.05,24.89,31.83,19.11,59.99,4.46,6.3679,101.84,26.19,10.85,0.18,0.26
2024-04-28,0.01,24.21,29.35,20.32,58.57,3.78,6.4771,101.72,25.27,10.53,0.19,0.26
2024-04-29,0.2,25.28,32.94,18.29,59.33,3.26,7.045,101.48,27.02,10.88,0.19,0.26
2024-04-30,5.2,25.88,33.21,19.26,68.29,1.84,5.8481,101.25,27.86,13.03,0.22,0.26
2024-05-01,4.33,26.95,34.4,20.67,68.38,1.73,6.9451,101.08,28.85,13.91,0.34,0.27
2024-05-02,0.81,27.07,34.76,20.8,65.07,2.53,7.3783,101.09,28.73,13.19,0.3,0.27
2024-05-03,0.01,26.79,34.81,19.47,64.0,2.62,7.4916,101.16,28.73,12.8,0.23,0.27
2024-05-04,0.2,27.09,34.26,20.93,64.08,2.31,6.5923,101.29,28.98,13.21,0.21,0.26
2024-05-05,1.21,27.64,34.75,21.77,62.3,2.69,7.0634,101.38,29.46,13.23,0.21,0.26
2024-05-06,0.31,27.97,35.36,21.19,61.23,2.51,7.0034,101.28,29.94,13.12,0.21,0.26
2024-05-07,0.03,29.17,36.73,21.95,58.11,1.89,7.0975,101.01,31.63,13.28,0.2,0.26
2024-05-08,0.0,30.1,38.22,22.79,56.25,2.5,7.429,100.98,32.42,13.56,0.18,0.25
2024-05-09,0.01,30.57,39.04,22.63,55.97,2.42,7.7364,101.0,32.56,13.56,0.17,0.25
2024-05-10,0.05,29.79,37.53,23.29,59.97,2.63,6.4133,100.83,31.41,14.33,0.17,0.25
2024-05-11,0.96,30.0,37.59,24.07,60.43,2.79,6.9938,100.76,31.62,14.97,0.19,0.25
2024-05-12,0.23,28.26,36.21,19.92,53.63,2.11,6.4471,101.03,30.59,11.79,0.19,0.25
2024-05-13,6.44,29.12,35.72,24.47,66.13,3.27,5.4403,101.1,30.52,15.84,0.23,0.25
2024-05-14,2.45,29.49,35.27,25.2,71.41,3.3,5.8375,100.92,29.92,17.57,0.35,0.26
2024-05-15,7.31,28.15,32.39,25.31,75.69,2.62,2.7386,100.86,28.21,17.63,0.37,0.27
2024-05-16,4.42,29.31,35.43,24.47,68.72,2.35,6.4193,100.79,30.47,16.78,0.36,0.27
2024-05-17,2.05,28.8,34.29,22.52,61.74,1.54,5.4312,100.95,29.58,15.08,0.29,0.27
2024-05-18,0.76,30.11,37.46,23.66,65.42,2.29,6.7423,101.12,31.09,16.35,0.27,0.27
2024-05-19,3.3,28.58,32.66,25.28,70.65,1.96,4.5768,101.05,28.74,16.8,0.3,0.27
2024-05-20,0.74,28.91,36.66,22.0,59.88,2.59,7.2682,100.87,30.52,13.62,0.28,0.27
2024-05-21,0.25,28.25,35.77,20.56,61.07,2.07,7.6778,100.97,30.74,13.25,0.22,0.27
2024-05-22,0.36,29.08,36.95,22.72,60.12,2.72,7.7712,101.19,31.23,13.73,0.2,0.26
2024-05-23,0.01,28.84,37.33,21.23,55.71,2.33,8.1742,101.24,31.16,12.09,0.18,0.26
2024-05-24,0.01,29.97,38.23,21.13,52.78,1.65,7.3392,101.08,32.35,12.36,0.17,0.26
2024-05-25,2.14,31.01,37.95,24.6,57.33,1.06,7.067,101.01,33.22,14.89,0.18,0.26
2024-05-26,0.62,31.78,39.59,24.63,56.0,1.1,7.801,101.01,34.21,14.54,0.22,0.26
2024-05-27,0.13,31.8,39.64,24.13,48.15,1.93,7.6318,101.19,33.89,12.47,0.19,0.25
2024-05-28,0.75,31.93,39.25,25.16,49.14,2.48,6.5381,101.26,33.85,13.35,0.18,0.25
2024-05-29,1.11,31.29,39.09,24.14,57.71,2.32,7.5161,101.28,33.32,14.73,0.19,0.25
2024-05-30,2.87,29.54,34.41,25.34,60.26,2.02,6.6859,101.35,30.45,14.64,0.25,0.25
2024-05-31,0.52,28.65,35.58,23.36,56.18,2.88,7.812,101.53,29.88,12.65,0.25,0.26
2024-06-01,0.0,27.83,34.46,22.54,54.41,3.52,7.0186,101.59,29.43,11.91,0.21,0.25
2024-06-02,0.99,28.45,35.67,22.32,58.05,2.61,6.479,101.38,30.19,13.11,0.2,0.25
2024-06-03,2.02,28.58,35.19,23.18,60.33,2.36,6.3415,101.14,30.57,13.87,0.24,0.25
2024-06-04,0.07,28.44,35.2,21.58,58.33,2.15,7.3262,101.05,29.94,13.0,0.23,0.25
2024-06-05,0.3,30.53,38.15,22.8,58.91,1.77,7.3656,100.92,33.0,14.31,0.2,0.25
2024-06-06,9.98,31.04,36.82,26.19,64.74,1.77,6.4073,100.81,32.32,17.32,0.29,0.25
2024-06-07,6.69,30.45,37.08,24.44,61.95,1.74,6.9403,100.84,31.72,15.81,0.39,0.27
2024-06-08,5.2,30.89,37.49,24.31,62.57,1.54,6.7327,101.01,32.77,16.38,0.32,0.27
2024-06-09,3.33,31.2,37.79,25.18,65.25,1.37,6.2208,100.94,33.23,17.53,0.29,0.27
2024-06-10,9.3,30.3,36.09,25.39,67.91,2.3,6.0547,100.81,31.56,17.61,0.35,0.27
2024-06-11,37.94,27.22,30.0,25.44,89.65,3.01,3.0718,100.92,27.33,20.12,0.57,0.31
2024-06-12,30.39,27.92,31.35,24.94,87.01,3.85,4.4441,100.95,28.08,20.27,0.61,0.38
2024-06-13,21.63,27.62,32.37,24.24,87.24,2.36,5.4353,100.91,27.96,19.94,0.59,0.4
2024-06-14,5.14,27.95,31.81,24.44,84.94,0.93,5.849,100.9,28.56,19.75,0.52,0.4
2024-06-15,4.8,26.94,30.47,24.07,84.88,1.89,5.903,101.19,27.01,18.56,0.49,0.4
2024-06-16,3.51,27.98,33.8,23.34,74.43,1.28,6.5345,101.38,28.43,16.82,0.47,0.39
2024-06-17,0.28,27.84,32.33,24.36,74.77,3.79,6.6648,101.33,28.33,16.94,0.42,0.38
2024-06-18,0.48,27.9,33.0,23.72,72.86,3.81,6.9074,101.2,28.63,16.56,0.37,0.37
2024-06-19,4.96,27.79,31.69,24.65,78.46,3.96,4.7988,101.34,28.36,17.85,0.41,0.36
2024-06-20,1.34,27.94,31.75,24.59,74.86,3.56,7.3205,101.5,28.51,17.1,0.39,0.36
2024-06-21,1.65,29.01,35.01,23.28,73.95,1.71,6.9062,101.47,30.36,17.67,0.36,0.35
2024-06-22,6.88,28.86,33.13,25.39,79.2,1.96,5.1492,101.46,29.45,19.09,0.41,0.35
2024-06-23,9.53,27.57,32.17,24.13,81.86,2.05,5.3537,101.3,28.14,18.42,0.48,0.36
2024-06-24,6.1,28.39,33.49,23.14,75.23,1.35,6.7618,101.15,29.19,17.5,0.48,0.37
2024-06-25,5.5,29.63,34.72,25.1,74.28,0.61,5.7353,101.14,30.66,18.59,0.44,0.37
2024-06-26,4.86,28.84,33.02,25.04,76.39,1.52,5.467,101.08,29.4,18.44,0.45,0.37
2024-06-27,3.1,28.92,34.09,24.12,75.15,1.83,7.0106,101.03,29.52,18.08,0.43,0.37
2024-06-28,21.98,29.03,34.23,24.62,79.32,1.07,4.609,101.25,29.79,19.29,0.53,0.37
2024-06-29,7.42,28.73,33.53,24.79,80.07,1.25,5.5056,101.63,29.12,19.14,0.54,0.4
2024-06-30,4.16,28.13,31.64,25.2,81.39,1.03,3.7334,101.6,28.39,18.94,0.49,0.4
2024-07-01,2.83,28.71,33.51,24.08,76.44,1.56,7.0678,101.26,29.5,18.25,0.45,0.39
2024-07-02,4.19,29.4,34.14,24.57,78.21,1.59,6.1063,101.38,30.37,19.45,0.43,0.38
2024-07-03,5.3,30.28,35.21,26.23,74.33,1.53,6.9276,101.46,31.08,19.27,0.48,0.38
2024-07-04,0.78,30.19,35.81,25.08,72.4,1.48,7.1882,101.22,31.28,18.63,0.4,0.37
2024-07-05,5.56,29.42,33.7,26.06,76.93,1.28,5.6366,101.06,30.12,19.27,0.41,0.37
2024-07-06,0.08,29.88,35.66,24.42,65.81,1.37,6.7303,101.11,31.13,16.48,0.4,0.37
2024-07-07,0.18,30.88,36.95,24.52,64.7,1.47,7.1402,101.19,32.35,17.11,0.34,0.35
2024-07-08,3.46,30.19,34.5,26.58,74.01,1.75,6.3307,101.37,30.95,19.22,0.36,0.35
2024-07-09,1.55,29.74,35.87,25.06,69.54,1.44,4.0522,101.38,30.44,17.23,0.38,0.35
2024-07-10,3.15,29.75,35.26,25.14,66.42,1.24,5.221,101.29,30.26,16.61,0.38,0.35
2024-07-11,5.52,27.97,31.63,24.73,74.89,1.81,2.7247,101.26,27.94,17.35,0.41,0.35
2024-07-12,4.04,28.66,33.43,24.83,77.0,1.74,5.6628,101.51,29.37,18.27,0.44,0.35
2024-07-13,3.01,29.6,35.22,25.43,74.12,1.27,5.6837,101.79,30.52,18.14,0.39,0.35
2024-07-14,5.45,29.44,34.41,25.38,75.88,1.3,6.1109,101.68,30.13,18.69,0.42,0.35
2024-07-15,3.35,29.78,35.52,24.68,72.55,1.51,7.021,101.5,30.72,17.96,0.41,0.35
2024-07-16,7.8,29.57,35.1,25.19,74.51,1.67,6.1174,101.44,30.32,18.34,0.44,0.35
2024-07-17,1.18,29.81,36.14,24.74,69.51,1.52,7.1054,101.48,30.98,17.07,0.4,0.35
2024-07-18,4.7,29.32,34.23,24.8,75.87,1.39,5.1324,101.47,30.11,18.61,0.38,0.35
2024-07-19,5.2,28.79,32.47,25.4,80.73,1.28,6.5059,101.52,29.11,19.53,0.45,0.36
2024-07-20,2.99,29.47,33.96,25.66,78.03,1.57,6.4226,101.61,29.99,19.39,0.42,0.36
2024-07-21,1.48,29.87,35.52,25.53,74.16,1.69,7.1107,101.48,30.58,18.6,0.39,0.35
2024-07-22,5.45,28.97,33.62,25.06,77.45,1.11,5.3602,101.39,29.69,18.69,0.39,0.35
2024-07-23,4.32,29.07,34.69,24.45,74.44,1.69,6.2438,101.68,29.99,17.83,0.43,0.36
2024-07-24,2.41,29.42,34.22,25.41,76.86,2.13,6.5808,101.83,30.0,18.98,0.39,0.35
2024-07-25,0.47,29.94,35.68,25.56,71.78,1.9,6.1015,101.73,30.87,17.97,0.36,0.35
2024-07-26,3.81,30.33,36.34,25.12,67.35,1.3,7.025,101.43,31.47,17.15,0.34,0.34
2024-07-27,5.48,29.57,34.1,25.7,72.19,1.05,5.2716,101.36,29.84,18.05,0.44,0.35
2024-07-28,19.38,30.39,36.17,26.28,70.08,0.78,5.7494,101.45,31.28,18.12,0.49,0.35
2024-07-29,11.65,28.8,32.77,25.76,81.77,1.0,6.3936,101.48,29.48,19.73,0.55,0.38
2024-07-30,8.1,28.77,32.81,25.3,80.18,0.93,6.1889,101.41,29.14,19.34,0.52,0.39
2024-07-31,3.2,27.81,31.44,24.73,79.1,1.51,5.9136,101.56,28.0,18.07,0.48,0.39
2024-08-01,8.23,28.89,33.87,25.25,80.25,1.21,6.241,101.61,29.09,19.23,0.48,0.39
2024-08-02,8.33,28.52,32.9,24.57,83.12,1.58,5.8231,101.43,28.72,19.73,0.53,0.39
2024-08-03,11.88,27.49,30.02,26.02,91.38,2.85,4.1227,101.14,27.38,20.83,0.56,0.4
2024-08-04,18.63,27.04,29.06,25.82,91.12,5.33,1.1731,101.01,26.75,20.28,0.62,0.42
2024-08-05,7.64,27.85,30.05,26.05,89.65,5.48,2.0354,100.99,27.54,20.91,0.58,0.44
2024-08-06,5.6,29.11,33.15,26.19,82.61,4.1,6.0902,100.9,29.09,20.49,0.53,0.44
2024-08-07,2.88,28.93,32.9,26.15,81.79,3.35,4.4827,100.53,28.77,20.16,0.5,0.42
2024-08-08,1.45,28.53,32.46,25.51,81.54,2.47,6.2532,100.65,28.44,19.63,0.5,0.42
2024-08-09,4.57,28.59,33.11,24.65,80.89,2.19,5.8966,101.13,28.71,19.42,0.5,0.41
2024-08-10,6.39,28.77,33.46,24.9,79.7,1.7,4.6723,101.48,28.87,19.17,0.52,0.41
2024-08-11,10.47,28.84,33.12,24.59,77.82,0.84,5.0909,101.49,28.95,18.79,0.55,0.42
2024-08-12,4.4,29.53,33.43,25.09,73.64,0.44,6.4656,101.42,29.4,18.52,0.55,0.43
2024-08-13,1.41,30.13,34.5,26.0,70.23,0.55,6.7397,101.34,29.98,18.3,0.48,0.42
2024-08-14,1.77,30.85,35.46,26.55,68.21,0.74,6.5503,101.15,30.73,18.55,0.47,0.41
2024-08-15,4.26,29.19,33.09,26.17,78.31,1.87,5.1413,101.09,29.3,19.53,0.48,0.4
2024-08-16,0.37,28.26,32.56,24.76,71.46,2.68,5.6518,101.25,28.7,16.74,0.44,0.4
2024-08-17,0.08,28.16,33.79,23.35,69.09,1.89,6.7447,101.25,28.84,15.82,0.4,0.39
2024-08-18,0.0,28.68,34.18,23.54,62.22,0.9,7.0205,101.13,29.25,14.54,0.38,0.38
2024-08-19,2.11,29.38,35.41,23.33,70.27,1.77,6.0118,101.07,30.19,17.22,0.38,0.37
2024-08-20,8.03,28.74,33.18,25.28,81.4,2.73,5.2886,101.13,29.07,19.63,0.45,0.37
2024-08-21,13.59,27.65,31.0,25.31,89.46,1.7,3.936,101.28,27.7,20.5,0.55,0.38
2024-08-22,4.35,27.18,30.17,24.51,82.28,0.96,3.2947,101.42,27.27,18.18,0.52,0.4
2024-08-23,5.56,27.13,31.49,23.99,83.11,1.75,5.3556,101.5,27.1,18.2,0.51,0.4
2024-08-24,1.87,27.44,31.93,23.79,82.61,1.77,5.701,101.48,27.54,18.4,0.49,0.4
2024-08-25,5.57,28.12,32.58,24.62,81.6,1.12,5.4574,101.5,28.48,18.89,0.49,0.4
2024-08-26,4.94,28.49,32.64,25.02,81.44,1.41,4.3356,101.54,28.68,19.28,0.51,0.4
2024-08-27,1.66,28.65,33.81,24.59,79.72,2.22,5.8594,101.49,28.88,18.93,0.46,0.4
2024-08-28,6.02,27.75,31.37,24.81,85.58,1.8,4.6579,101.53,27.68,19.59,0.49,0.39
2024-08-29,6.63,27.56,31.32,24.37,83.85,1.95,4.4839,101.6,27.6,18.93,0.52,0.4
2024-08-30,4.13,27.69,31.98,24.55,82.65,2.24,5.4754,101.5,27.71,18.75,0.5,0.4
2024-08-31,1.87,27.96,32.73,24.97,80.85,2.68,5.8418,101.23,28.3,18.59,0.45,0.4
2024-09-01,8.08,27.86,32.19,25.04,84.49,2.85,5.0261,101.08,28.3,19.44,0.48,0.39
2024-09-02,14.69,27.04,29.96,25.22,90.8,2.32,4.53,101.12,26.95,20.11,0.59,0.41
2024-09-03,8.2,27.67,31.91,24.6,86.8,1.47,4.9279,101.25,27.78,19.79,0.57,0.42
2024-09-04,8.01,27.52,30.82,24.72,90.25,1.43,4.2086,101.42,27.42,20.51,0.56,0.42
2024-09-05,5.07,28.64,32.79,25.12,84.57,1.62,5.5032,101.37,28.76,20.31,0.54,0.43
2024-09-06,2.83,28.99,33.58,25.21,80.61,1.41,5.8106,101.08,29.25,19.65,0.51,0.42
2024-09-07,6.05,28.78,32.68,25.32,82.24,1.18,6.3302,100.83,28.77,19.99,0.52,0.42
2024-09-08,6.54,28.59,31.91,26.07,85.04,1.3,5.6388,101.01,28.41,20.55,0.56,0.43
2024-09-09,9.95,28.47,32.88,25.65,84.72,1.23,4.9207,101.21,28.68,20.16,0.56,0.43
2024-09-10,8.92,27.71,31.14,25.11,87.36,1.69,4.8883,101.07,27.74,20.07,0.58,0.44
2024-09-11,12.72,27.33,30.64,25.03,90.17,1.27,5.0537,100.88,27.32,20.37,0.62,0.45
2024-09-12,3.17,28.5,32.59,24.71,80.56,0.91,4.9068,100.86,28.31,19.22,0.57,0.46
2024-09-13,1.53,27.74,31.22,25.24,86.63,1.08,5.1797,100.97,27.6,20.01,0.54,0.45
2024-09-14,12.85,28.8,32.69,25.71,84.06,0.88,4.2955,100.88,28.8,20.54,0.59,0.45
2024-09-15,2.15,28.09,31.65,25.44,82.12,0.88,4.7947,100.88,27.76,19.28,0.56,0.46
2024-09-16,0.8,27.45,32.46,23.13,82.81,1.18,3.961,100.98,27.66,18.61,0.51,0.45
2024-09-17,4.98,28.26,32.61,24.65,80.4,0.88,5.2889,101.04,28.34,18.87,0.53,0.44
2024-09-18,6.52,28.03,32.35,23.54,80.59,1.04,5.4691,100.99,28.17,18.75,0.55,0.44
2024-09-19,5.53,27.34,32.25,22.69,78.98,0.98,4.9702,100.8,27.55,17.59,0.55,0.44
2024-09-20,1.51,27.29,32.0,23.6,79.74,1.41,5.8454,100.73,27.29,17.7,0.52,0.44
2024-09-21,0.92,27.06,32.13,22.86,80.41,1.82,5.6251,100.88,27.29,17.54,0.48,0.43
2024-09-22,1.24,27.11,32.27,22.78,81.91,1.85,6.107,100.92,27.5,17.96,0.47,0.42
2024-09-23,2.14,27.51,32.0,24.02,83.25,2.22,5.2128,100.96,27.88,18.78,0.48,0.41
2024-09-24,2.26,27.93,32.45,24.71,81.66,2.52,4.7273,100.99,28.13,18.93,0.47,0.41
2024-09-25,5.08,27.34,30.47,25.49,90.53,2.91,3.3506,100.83,27.18,20.49,0.51,0.41
2024-09-26,7.31,28.12,31.23,26.14,86.3,7.12,3.8126,100.2,27.83,20.52,0.54,0.42
2024-09-27,8.43,28.23,31.49,25.55,83.42,3.55,4.7753,100.55,28.03,19.86,0.54,0.42
2024-09-28,5.7,27.09,29.9,24.81,92.26,2.01,3.4246,101.0,26.93,20.58,0.53,0.42
2024-09-29,4.33,27.89,32.62,24.32,86.18,1.42,4.8912,101.06,27.9,19.91,0.52,0.42
2024-09-30,1.1,28.61,33.1,24.38,79.75,0.98,5.2063,101.09,28.47,19.1,0.5,0.42
2024-10-01,19.89,28.06,31.71,25.69,86.0,0.62,4.6188,101.0,28.24,20.19,0.57,0.42
2024-10-02,8.62,27.79,31.01,25.29,88.14,1.09,5.2975,100.89,27.83,20.42,0.6,0.45
2024-10-03,4.91,26.95,29.62,24.92,90.47,2.23,4.4114,101.09,26.88,19.98,0.57,0.45
2024-10-04,3.49,26.99,30.76,24.66,87.51,2.16,4.5084,101.32,26.86,19.26,0.55,0.45
2024-10-05,0.34,26.47,29.86,23.55,83.4,1.71,5.0158,101.2,26.3,17.75,0.52,0.45
2024-10-06,16.87,24.67,25.91,23.65,93.77,2.67,1.5521,100.95,24.47,18.14,0.61,0.45
2024-10-07,10.31,24.08,26.08,23.16,94.12,3.69,2.3712,100.49,23.94,17.65,0.64,0.48
2024-10-08,8.45,25.07,27.91,23.14,92.25,2.11,2.7998,100.4,24.9,18.35,0.6,0.48
2024-10-09,39.64,26.08,28.07,24.29,94.45,6.08,0.6578,100.0,25.69,20.13,0.71,0.51
2024-10-10,7.15,24.49,27.36,21.48,88.42,5.85,3.2446,100.23,24.42,17.01,0.65,0.55
2024-10-11,1.75,23.87,28.0,21.33,83.92,3.34,3.1973,101.34,23.71,15.26,0.59,0.54
2024-10-12,0.12,24.27,28.9,20.81,81.77,1.95,5.1744,101.43,24.21,15.17,0.58,0.52
2024-10-13,0.22,24.57,29.33,20.86,84.9,1.83,5.1125,101.45,24.63,16.1,0.57,0.51
2024-10-14,0.02,24.54,29.68,20.03,77.51,1.17,5.6976,101.47,23.99,14.53,0.56,0.5
2024-10-15,0.0,23.43,29.27,17.01,75.28,1.05,5.442,101.32,22.7,13.18,0.55,0.49
2024-10-16,0.01,20.55,24.25,15.07,77.32,3.25,3.853,101.39,20.37,11.63,0.54,0.48
2024-10-17,0.0,18.55,24.01,14.44,74.63,3.89,5.5524,101.7,18.51,9.71,0.53,0.48
2024-10-18,0.01,21.65,25.87,18.09,74.65,3.93,5.2154,101.92,21.34,11.8,0.52,0.47
2024-10-19,0.0,23.22,27.14,20.6,75.04,3.86,4.7834,101.96,22.92,13.04,0.52,0.46
2024-10-20,0.44,23.71,28.05,20.1,81.7,3.54,4.1815,101.73,23.62,14.68,0.51,0.46
2024-10-21,2.25,24.04,28.63,20.51,85.86,3.49,5.1209,101.44,23.95,15.76,0.52,0.45
2024-10-22,0.19,24.47,28.9,21.43,82.8,3.48,5.2656,101.39,24.35,15.55,0.51,0.45
2024-10-23,0.09,24.2,29.2,20.33,81.0,2.88,5.261,101.35,24.21,14.9,0.49,0.44
2024-10-24,0.13,23.21,29.0,18.97,81.35,1.77,5.3388,101.38,23.28,14.0,0.48,0.43
2024-10-25,0.01,23.02,28.75,17.96,82.24,1.59,5.2469,101.75,22.81,13.96,0.47,0.42
2024-10-26,0.14,22.85,27.87,18.41,81.44,1.92,4.7628,101.88,22.58,13.75,0.47,0.42
2024-10-27,0.0,22.45,27.13,19.18,77.34,1.92,3.7044,101.85,22.14,12.75,0.47,0.42
2024-10-28,0.21,22.92,26.85,20.04,81.91,2.59,2.9266,101.86,22.57,13.98,0.47,0.41
2024-10-29,1.04,24.24,29.0,20.58,83.6,3.23,4.5982,101.88,24.2,15.36,0.47,0.41
2024-10-30,1.6,24.74,29.06,21.78,81.92,3.88,4.3241,101.94,24.58,15.58,0.46,0.4
2024-10-31,0.18,23.65,27.98,20.61,75.88,3.22,4.8038,101.77,23.4,13.42,0.45,0.4
2024-11-01,0.58,24.06,29.01,20.51,81.79,2.43,4.5154,101.61,24.08,14.89,0.44,0.39
2024-11-02,6.76,24.43,29.41,21.65,88.09,2.95,3.653,101.56,24.42,16.55,0.48,0.39
2024-11-03,1.1,24.09,28.82,21.09,82.93,2.88,4.3279,101.49,23.96,15.14,0.48,0.4
2024-11-04,0.54,24.39,29.58,20.31,82.31,3.38,3.7666,101.41,24.3,15.33,0.44,0.39
2024-11-05,5.39,25.64,29.54,23.05,87.28,4.27,2.5762,101.22,25.6,17.76,0.46,0.39
2024-11-06,4.32,26.2,28.6,24.68,91.54,3.17,3.3192,101.18,25.91,19.33,0.51,0.4
2024-11-07,0.77,25.87,29.17,23.26,87.34,3.35,2.9011,101.25,25.68,17.99,0.47,0.4
2024-11-08,0.11,25.19,30.43,21.14,83.84,2.64,4.3387,101.23,25.22,16.37,0.44,0.39
2024-11-09,0.23,24.5,29.3,21.16,83.9,2.57,3.445,101.35,24.5,15.76,0.42,0.39
2024-11-10,0.22,24.68,29.46,21.43,84.47,2.92,4.4573,101.36,24.68,16.0,0.41,0.38
2024-11-11,0.08,25.33,30.92,21.11,81.64,1.1,4.0471,101.05,25.72,16.03,0.41,0.38
2024-11-12,0.69,25.12,30.81,21.22,83.64,1.89,4.3901,101.11,25.23,16.34,0.4,0.37
2024-11-13,0.14,24.52,28.92,22.23,76.24,3.74,3.991,101.41,24.66,14.35,0.39,0.37
2024-11-14,0.02,24.0,28.95,20.4,71.11,1.9,4.1738,101.16,24.26,12.88,0.38,0.36
2024-11-15,0.14,22.36,29.49,15.87,78.8,2.4,4.1302,100.97,22.63,13.18,0.37,0.36
2024-11-16,0.0,20.23,27.15,14.93,74.23,2.33,4.4923,101.27,20.51,10.51,0.36,0.36
2024-11-17,0.0,21.36,27.92,16.55,70.4,1.94,3.8683,101.53,21.42,10.64,0.35,0.35
